1,0.8731503010628174
2,0.8752714780282511
3,0.8717218440433264
4,0.8689751163339938
5,0.8789813448055286
6,0.8779748281312548
7,0.8773532426533085
8,0.8786968069335439
9,0.8783508074392955
10,0.8799702581021648
11,0.8808101134468597
12,0.8786104722793965
13,0.8789688482097996
14,0.8801992221710275
15,0.8780031257110067
16,0.8772452191959966
17,0.8763761650747426
18,0.8810283833136081
19,0.87860194094962
20,0.8777774660304377
21,0.8782779306574717
22,0.8785499118539403
23,0.8812143903346522
24,0.8795074034218924
25,0.8791951687680273
