1,0.867532720803882
2,0.862833460091671
3,0.8721299660374972
4,0.8694839320514429
5,0.8751796761134722
6,0.8728663039089172
7,0.8727019856910374
8,0.8745535846514889
9,0.8740924122052568
10,0.8727060711165642
11,0.8710160867835703
12,0.8702818517047008
13,0.8710194512516513
14,0.8743956949708351
15,0.8725254111965772
16,0.8695279104556433
17,0.8719422167026254
18,0.8584740106556309
19,0.8711409325812866
20,0.8712428279003082
21,0.8721855398406191
22,0.8733059677913463
23,0.8728463574195804
24,0.872955822791784
25,0.873431774865657
