1,0.9439170599415204
2,0.9563094926900585
3,0.9633015877192982
4,0.9672828728070175
5,0.9696121169590644
6,0.9702967865497076
7,0.9615503932748538
8,0.9737871198830409
9,0.9738045263157895
10,0.9762444722222222
11,0.9768332719298246
12,0.9780452251461988
13,0.9777014941520468
14,0.9793818523391813
15,0.9795621359649123
16,0.9797058713450293
17,0.9798672076023391
18,0.9813802675438597
19,0.9812371798245614
20,0.9819471739766081
21,0.9818086739766082
22,0.9818583684210527
23,0.9824782295321638
24,0.9830261359649123
25,0.9829689824561404
